,dependent,giv_prop,iv,iv_label,cat_t1,cat_t1_label,cat_t2,cat_t2_label,mod,mod_label,mod_val,mod_val_label,obs
4555,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/country,has country,https://data.cooperationdatabank.org/id/country/CHN,CHN,4
4556,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/country,has country,https://data.cooperationdatabank.org/id/country/NLD,NLD,4
4557,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/countrySource,Source of country or region,https://data.cooperationdatabank.org/id/countrysource/1,Specified country,7
4558,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/deception,Deception,true,na,7
4559,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/discussion,Discussion,https://data.cooperationdatabank.org/id/discussion/0,Absent,7
4560,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/publicationStatus,Published,https://data.cooperationdatabank.org/id/publicationstatus/1,Published Article,7
4561,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/sanction,Sanction,false,na,7
4562,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/studyAcquaintance,Acquaintance,https://data.cooperationdatabank.org/id/studyacquaintance/0,Strangers,7
4563,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/studyDilemmaType,Game type,https://data.cooperationdatabank.org/id/studydilemmatype/1,Prisoner's Dilemma Game,7
4564,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/PrimingVariable,https://data.cooperationdatabank.org/vocab/prop/primingConcept,Primed construct,https://data.cooperationdatabank.org/id/primingconcept/competition,Competition,https://data.cooperationdatabank.org/id/primingconcept/cooperation,Cooperation,https://data.cooperationdatabank.org/vocab/prop/studyExperimentalSetting,Experimental setting,https://data.cooperationdatabank.org/id/studyexperimentalsetting/2,Lab,7
