,dependent,giv_prop,iv,iv_label,cat_t1,cat_t1_label,cat_t2,cat_t2_label,mod,mod_label,mod_val,mod_val_label,obs
3896,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/country,has country,https://data.cooperationdatabank.org/id/country/USA,USA,2
3897,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/countrySource,Source of country or region,https://data.cooperationdatabank.org/id/countrysource/1,Specified country,2
3898,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/deception,Deception,false,false,2
3899,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/discussion,Discussion,https://data.cooperationdatabank.org/id/discussion/0,Absent,2
3900,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/publicationStatus,Published,https://data.cooperationdatabank.org/id/publicationstatus/1,Published Article,2
3901,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/recruitmentMethod,Recruitment method,https://data.cooperationdatabank.org/id/recruitmentmethod/1,Participant pool,2
3902,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/sanction,Sanction,false,false,2
3903,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/studyAcademicDiscipline,Academic discipline,https://data.cooperationdatabank.org/id/studyacademicdiscipline/1,Economics,2
3904,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/studyAcademicDiscipline,Academic discipline,https://data.cooperationdatabank.org/id/studyacademicdiscipline/5,Other,2
3905,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/studyAcquaintance,Acquaintance,https://data.cooperationdatabank.org/id/studyacquaintance/0,Strangers,2
3906,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/Perception_of_the_partner(s)Variable,https://data.cooperationdatabank.org/vocab/prop/partnerPerception,Partner perception,https://data.cooperationdatabank.org/id/partnerperception/attractive,Attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,Unattractive,https://data.cooperationdatabank.org/vocab/prop/studyContinuousPGG,Continuous vs step-level public goods,https://data.cooperationdatabank.org/id/studycontinuouspgg/1,Continuous,2
