https://data.cooperationdatabank.org/.well-known/genid/0092a4e6ae342d3fd261ef8b79e48c38	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/country/GRC	
https://data.cooperationdatabank.org/.well-known/genid/0092a4e6ae342d3fd261ef8b79e48c38	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	https://data.cooperationdatabank.org/.well-known/genid/809989c9034c6bb26ade029a929a2463	
https://data.cooperationdatabank.org/.well-known/genid/0098bed8cdb602622a2620171f2d12bf	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/behaviorindifferentgame/trust_game_-_receiver	
https://data.cooperationdatabank.org/.well-known/genid/0098bed8cdb602622a2620171f2d12bf	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	https://data.cooperationdatabank.org/.well-known/genid/99256de323d903e7af5222c99688b3f1	
https://data.cooperationdatabank.org/.well-known/genid/00a1f2df0540a6ce4251427d7f1f9bc9	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/institutionalchoice/endogenous	
https://data.cooperationdatabank.org/.well-known/genid/00a1f2df0540a6ce4251427d7f1f9bc9	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	http://www.w3.org/1999/02/22-rdf-syntax-ns#nil	
https://data.cooperationdatabank.org/.well-known/genid/01fd9cba1c52ef236d9bd1a47a538cac	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/individualdifference/affiliation	
https://data.cooperationdatabank.org/.well-known/genid/01fd9cba1c52ef236d9bd1a47a538cac	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	https://data.cooperationdatabank.org/.well-known/genid/26bf736a230981c3647750e8481f0600	
https://data.cooperationdatabank.org/.well-known/genid/024091f92c84b8a339e81f5e7d3eaadc	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/studygameincentive/0	
https://data.cooperationdatabank.org/.well-known/genid/024091f92c84b8a339e81f5e7d3eaadc	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	http://www.w3.org/1999/02/22-rdf-syntax-ns#nil	
https://data.cooperationdatabank.org/.well-known/genid/02f0348c920435fd993c42dc36564291	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/leadercharacteristic/ingroup	
https://data.cooperationdatabank.org/.well-known/genid/02f0348c920435fd993c42dc36564291	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	https://data.cooperationdatabank.org/.well-known/genid/09a412c6d8dd90d7282e5ba0918057b2	
https://data.cooperationdatabank.org/.well-known/genid/0345dd3ea90fa6a456691b7dd0afafb5	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/punishmentrule/none	
https://data.cooperationdatabank.org/.well-known/genid/0345dd3ea90fa6a456691b7dd0afafb5	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	https://data.cooperationdatabank.org/.well-known/genid/85c8fcaa093fd0f14070e6867079a908	
https://data.cooperationdatabank.org/.well-known/genid/03745176e88fd2d2f8ac3c7f62bb7345	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/iteratedpreprogrammedcooperationratelevel/medium	
https://data.cooperationdatabank.org/.well-known/genid/03745176e88fd2d2f8ac3c7f62bb7345	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	https://data.cooperationdatabank.org/.well-known/genid/dd0de8fe0d1efc11cbe6bd77a19f82b1	
https://data.cooperationdatabank.org/.well-known/genid/037bc1249cf098561b2d284fed294266	http://www.w3.org/1999/02/22-rdf-syntax-ns#first	https://data.cooperationdatabank.org/id/mrslevel/high	
https://data.cooperationdatabank.org/.well-known/genid/037bc1249cf098561b2d284fed294266	http://www.w3.org/1999/02/22-rdf-syntax-ns#rest	http://www.w3.org/1999/02/22-rdf-syntax-ns#nil	
