,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,random_state,splitter,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
0,gini,,,,1,2,23,best,0.817283513369931,0.7721088435374149,0.8174958006385288,0.7723262799095542,0.817283513369931,0.7721088435374149,0.8183842028305098,0.7728750478963816,0.8179583542683921,0.7725337074007514,0.817283513369931,0.7721088435374149,0.817283513369931,0.7721088435374149,0.8172426885687627,0.7720900933329905,0.817283513369931,0.7721088435374149,0.8173499745983731,0.7721522033851465
1,gini,,,,1,2,23,random,0.817283513369931,0.7732426303854876,0.8174958006385288,0.7734128000611942,0.817283513369931,0.7732426303854876,0.8183842028305098,0.773943329050162,0.8179583542683921,0.7736344228658038,0.817283513369931,0.7732426303854876,0.817283513369931,0.7732426303854876,0.8172426885687627,0.7732190172052715,0.817283513369931,0.7732426303854876,0.8173499745983731,0.7732885449025743
2,gini,,,,1,5,23,best,0.8167876748716133,0.7735260770975056,0.816960809024782,0.7736848533155066,0.8167876748716133,0.7735260770975056,0.8178296134404566,0.7742107995376348,0.8174310983293682,0.7739096017320668,0.8167876748716133,0.7735260770975056,0.8167876748716133,0.7735260770975056,0.8167423587797642,0.7735011648868277,0.8167876748716133,0.7735260770975056,0.816855546946117,0.7735725350039049
3,gini,,,,1,5,23,random,0.8167522578360191,0.7692743764172335,0.8169554746395347,0.769541421587614,0.8167522578360191,0.7692743764172335,0.817839268502667,0.7701075573488205,0.8174193116801909,0.7697307750329941,0.8167522578360191,0.7692743764172335,0.8167522578360191,0.7692743764172335,0.8167103381389167,0.769259842519685,0.8167522578360191,0.7692743764172335,0.8168192115442717,0.7693148637032615
4,gini,,,,1,10,23,best,0.8159730830529485,0.7718253968253969,0.8160125371889693,0.7718427787840185,0.8159730830529485,0.7718253968253969,0.816808076040734,0.772303400687492,0.8164996088169181,0.7720880495173996,0.8159730830529485,0.7718253968253969,0.8159730830529485,0.7718253968253969,0.8159089505307955,0.7717777052941122,0.8159730830529485,0.7718253968253969,0.8160439087225748,0.771876828868939
5,gini,,,,1,10,23,random,0.815512661590225,0.7706916099773242,0.8156089750405278,0.7707270670505965,0.815512661590225,0.7706916099773242,0.816436972066774,0.771196873271453,0.8160900258987682,0.7709702861506385,0.815512661590225,0.7706916099773242,0.815512661590225,0.7706916099773242,0.8154570821768119,0.7706473675713774,0.815512661590225,0.7706916099773242,0.8155828731349241,0.7707430756332218
6,gini,,,,2,2,23,best,0.817283513369931,0.7721088435374149,0.8174958006385288,0.7723262799095542,0.817283513369931,0.7721088435374149,0.8183842028305098,0.7728750478963816,0.8179583542683921,0.7725337074007514,0.817283513369931,0.7721088435374149,0.817283513369931,0.7721088435374149,0.8172426885687627,0.7720900933329905,0.817283513369931,0.7721088435374149,0.8173499745983731,0.7721522033851465
7,gini,,,,2,2,23,random,0.817283513369931,0.7732426303854876,0.8174958006385288,0.7734128000611942,0.817283513369931,0.7732426303854876,0.8183842028305098,0.773943329050162,0.8179583542683921,0.7736344228658038,0.817283513369931,0.7732426303854876,0.817283513369931,0.7732426303854876,0.8172426885687627,0.7732190172052715,0.817283513369931,0.7732426303854876,0.8173499745983731,0.7732885449025743
8,gini,,,,2,5,23,best,0.8167876748716133,0.7735260770975056,0.816960809024782,0.7736848533155066,0.8167876748716133,0.7735260770975056,0.8178296134404566,0.7742107995376348,0.8174310983293682,0.7739096017320668,0.8167876748716133,0.7735260770975056,0.8167876748716133,0.7735260770975056,0.8167423587797642,0.7735011648868277,0.8167876748716133,0.7735260770975056,0.816855546946117,0.7735725350039049
9,gini,,,,2,5,23,random,0.8167522578360191,0.7692743764172335,0.8169554746395347,0.769541421587614,0.8167522578360191,0.7692743764172335,0.817839268502667,0.7701075573488205,0.8174193116801909,0.7697307750329941,0.8167522578360191,0.7692743764172335,0.8167522578360191,0.7692743764172335,0.8167103381389167,0.769259842519685,0.8167522578360191,0.7692743764172335,0.8168192115442717,0.7693148637032615
