,embedding_dim,epochs,lr,model,num_negs_per_pos,hits@1,hits@3,hits@10,mean_reciprocal_rank
0,16,100,0.01,rgcn,50,0.09009009009009009,0.13288288288288289,0.22522522522522523,0.13920184969902039
1,16,200,0.01,rgcn,50,0.06644144144144144,0.13963963963963963,0.2725225225225225,0.13703633844852448
2,64,100,0.001,rgcn,30,0.10585585585585586,0.14864864864864866,0.23085585585585586,0.1519402116537094
3,64,100,0.001,rgcn,50,0.08783783783783784,0.14301801801801803,0.23536036036036037,0.14114691317081451
4,64,100,0.001,rgcn,80,0.10810810810810811,0.16216216216216217,0.2702702702702703,0.16221851110458374
5,64,100,0.001,distmult,30,0.12725225225225226,0.18693693693693694,0.24662162162162163,0.17137683928012848
6,64,100,0.001,distmult,50,0.12274774774774774,0.19707207207207209,0.25675675675675674,0.17390823364257812
7,64,100,0.001,distmult,80,0.11599099099099099,0.18806306306306306,0.24324324324324326,0.16652768850326538
8,64,100,0.01,rgcn,30,0.10472972972972973,0.18806306306306306,0.34459459459459457,0.182000994682312
9,64,100,0.01,rgcn,50,0.10698198198198199,0.23198198198198197,0.36711711711711714,0.20022174715995786
10,64,100,0.01,rgcn,80,0.08220720720720721,0.20270270270270271,0.36036036036036034,0.1775631159543991
11,64,100,0.01,distmult,30,0.10585585585585586,0.24887387387387389,0.38513513513513514,0.20682044327259064
12,64,100,0.01,distmult,50,0.15653153153153154,0.2972972972972973,0.4009009009009009,0.2500653862953186
13,64,100,0.01,distmult,80,0.12725225225225226,0.24774774774774774,0.375,0.21016748249530792
14,64,100,0.1,rgcn,30,0.024774774774774775,0.060810810810810814,0.10923423423423423,0.053975414484739304
15,64,100,0.1,rgcn,50,0.0011261261261261261,0.016891891891891893,0.0990990990990991,0.02726064808666706
16,64,100,0.1,rgcn,80,0.028153153153153154,0.060810810810810814,0.10923423423423423,0.05812273547053337
17,64,100,0.1,distmult,30,0.07545045045045046,0.15315315315315314,0.2511261261261261,0.14015282690525055
18,64,100,0.1,distmult,50,0.11373873873873874,0.16891891891891891,0.25225225225225223,0.1633872240781784
19,64,100,0.1,distmult,80,0.11711711711711711,0.17792792792792791,0.26914414414414417,0.1697789430618286
20,64,200,0.001,rgcn,30,0.0990990990990991,0.17229729729729729,0.27364864864864863,0.16504603624343872
21,64,200,0.001,rgcn,50,0.09797297297297297,0.18243243243243243,0.29504504504504503,0.17091208696365356
22,64,200,0.001,rgcn,80,0.10810810810810811,0.17567567567567569,0.30855855855855857,0.17533816397190094
